PERSON,Date,LOCATION 1,Latitude,Longitude,NOTES
"Barclay, Robert",14 March 1670,Paris,48.871077,2.342285,
"Barclay, Robert",24 July 1677,Paris,48.871077,2.342285,
"Barclay, Robert",21 November 1677,Paris,48.871077,2.342285,
"Barclay, Robert",9 December 1677,Paris,48.871077,2.342285,
"Barclay, Robert",18 December 1677,Paris,48.871077,2.342285,
"Barclay, Robert",9 February 1678,Paris,48.871077,2.342285,
"Barclay, Robert",7 March 1678,Paris,48.871077,2.342285,
"Barclay, Robert",16 March 1678,Paris,48.871077,2.342285,
"Barclay, Robert",27 April 1678,Paris,48.871077,2.342285,
"Barclay, Robert",4 May 1678,Paris,48.871077,2.342285,
"Barclay, Robert",9 May 1678,Paris,48.871077,2.342285,
"Barclay, Robert",16 May 1678,Paris,48.871077,2.342285,
"Barclay, Robert",12 June 1678,Paris,48.871077,2.342285,
"Barclay, Robert",13 June 1678,Paris,48.871077,2.342285,
"Barclay, Robert",17 June 1678,Paris,48.871077,2.342285,
"Barclay, Robert",22 June 1678,Paris,48.871077,2.342285,
"Barclay, Robert",24 June 1678,Paris,48.871077,2.342285,
"Barclay, Robert",17 July 1678,Paris,48.871077,2.342285,
"Barclay, Robert",27 July 1678,Paris,48.871077,2.342285,
"Barclay, Robert",7 August 1678,Paris,48.871077,2.342285,
"Barclay, Robert",12 September 1678,Paris,48.871077,2.342285,
"Barclay, Robert",16 September 1678,Paris,48.871077,2.342285,
"Barclay, Robert",15 October 1678,Paris,48.871077,2.342285,
"Barclay, Robert",16 October 1678,Paris,48.871077,2.342285,
"Barclay, Robert",18 October 1678,Paris,48.871077,2.342285,
"Barclay, Robert",27 December 1678,Paris,48.871077,2.342285,
"Barclay, Robert",8 February 1679,Paris,48.871077,2.342285,
"Barclay, Robert",16 March 1679,Paris,48.871077,2.342285,
"Barclay, Robert",7 April 1679,Paris,48.871077,2.342285,
"Barclay, Robert",9 May 1679,Paris,48.871077,2.342285,
"Barclay, Robert",19 May 1679,Paris,48.871077,2.342285,
"Barclay, Robert",19 June 1679,Paris,48.871077,2.342285,
"Barclay, Robert",14 July 1679,Paris,48.871077,2.342285,
"Barclay, Robert",17 July 1679,Paris,48.871077,2.342285,
"Barclay, Robert",9 August 1679,Paris,48.871077,2.342285,
"Barclay, Robert",21 September 1679,Paris,48.871077,2.342285,
"Barclay, Robert",2 October 1679,Paris,48.871077,2.342285,
"Barclay, Robert",12 October 1679,Paris,48.871077,2.342285,
"Barclay, Robert",20 October 1679,Paris,48.871077,2.342285,
"Barclay, Robert",23 October 1679,Paris,48.871077,2.342285,
"Barclay, Robert",24 October 1679,Paris,48.871077,2.342285,
"Barclay, Robert",8 November 1679,Paris,48.871077,2.342285,
"Barclay, Robert",5 January 1680,Paris,48.871077,2.342285,
"Barclay, Robert",3 February 1680,Paris,48.871077,2.342285,
"Barclay, Robert",10 February 1680,Paris,48.871077,2.342285,
"Barclay, Robert",20 February 1680,Paris,48.871077,2.342285,
"Barclay, Robert",5 April 1680,Paris,48.871077,2.342285,
"Barclay, Robert",16 April 1680,Paris,48.871077,2.342285,
"Barclay, Robert",19 April 1680,Paris,48.871077,2.342285,
"Barclay, Robert",31 May 1680,Paris,48.871077,2.342285,
"Barclay, Robert",9 June 1680,Paris,48.871077,2.342285,
"Barclay, Robert",25 June 1680,Paris,48.871077,2.342285,
"Barclay, Robert",16 July 1680,Paris,48.871077,2.342285,
"Barclay, Robert",26 July 1680,Paris,48.871077,2.342285,
"Barclay, Robert",4 August 1680,Paris,48.871077,2.342285,
"Barclay, Robert",17 August 1680,Paris,48.871077,2.342285,
"Barclay, Robert",8 October 1680,Paris,48.871077,2.342285,
"Barclay, Robert",14 January 1681,Paris,48.871077,2.342285,
"Barclay, Robert",5 February 1681,Paris,48.871077,2.342285,
"Barclay, Robert",27 February 1681,Paris,48.871077,2.342285,
"Barclay, Robert",11 March 1681,Paris,48.871077,2.342285,
"Barclay, Robert",25 March 1681,Paris,48.871077,2.342285,
"Barclay, Robert",1 April 1681,Paris,48.871077,2.342285,
"Barclay, Robert",7 April 1681,Paris,48.871077,2.342285,
"Barclay, Robert",9 April 1681,Paris,48.871077,2.342285,
"Barclay, Robert",22 April 1681,Paris,48.871077,2.342285,
"Barclay, Robert",27 April 1681,Paris,48.871077,2.342285,
"Barclay, Robert",28 April 1681,Paris,48.871077,2.342285,
"Barclay, Robert",2 June 1681,Paris,48.871077,2.342285,
"Barclay, Robert",6 June 1681,Paris,48.871077,2.342285,
"Barclay, Robert",17 June 1681,Paris,48.871077,2.342285,
"Barclay, Robert",12 August 1681,Paris,48.871077,2.342285,
"Barclay, Robert",16 October 1681,Paris,48.871077,2.342285,
"Barclay, Robert",25 October 1681,Paris,48.871077,2.342285,
"Barclay, Robert",26 October 1681,Paris,48.871077,2.342285,
"Barclay, Robert",27 October 1681,Paris,48.871077,2.342285,
"Barclay, Robert",20 November 1681,Paris,48.871077,2.342285,
"Barclay, Robert",27 November 1681,Paris,48.871077,2.342285,
"Barclay, Robert",6 December 1681,Paris,48.871077,2.342285,
"Barclay, Robert",9 December 1681,Paris,48.871077,2.342285,
"Barclay, Robert | Burnet, David",27 July 1678,Paris,48.871077,2.342285,
Barone de Paye,24 December 1666,Vienna,48.209533,16.381403,
"Barone de Paye, Monsieur le",24 December 1666,Vienna,48.209533,16.381403,
"Bartoli, Danielo",23 April 1669,Rome,41.957961,12.453896,
"Bartoli, Father Danielo",23 April 1669,Rome,41.957961,12.453896,
"Beaufort, Charles",30 October 1683,Paris,48.871077,2.342285,
"Beldorney's son",16 October 1678,Aberdeen,57.133333,-2.1,Salmon ship
"Betham, Dr. John",24 June 1678,Paris,48.871077,2.342285,
"Betham, Dr. John",7 February 1692,Rotterdam,51.916667,4.5,
"Betham, Dr. John",7 March 1692,Douai,50.367853,3.078642,
Bishop,28 December 1694,Paris,48.871077,2.342285,
"Bisset, Alexander",19 February 1660,Rome,41.957961,12.453896,
"Bisset, Alexander",15 December 1669,Rome,41.957961,12.453896,
"Bisset, Alexander",7 April 1687,London,51.514125,-0.093689,
"Bisset, Alexander",19 February 1660,Rome,41.957961,12.453896,
"Bisset, Alexander",15 December 1669,Rome,41.957961,12.453896,
"Bisset, Alexander",7 April 1687,London,51.514125,-0.093689,
"Blackadder, Archibald",6 October 1681,Cadiz,36.515789,-6.279692,
"Blackadder, Archibald",8 February 1683,Cadiz,36.515789,-6.279692,
"Blackadder, John",8 February 1683,Cadiz,36.515789,-6.279692,
"Blackadder, John",26 July 1684,Cadiz,36.515789,-6.279692,
"Blackadder, John",4 July 1689,Cadiz,36.515789,-6.279692,
"Blackadder, John",18 July 1689,Cadiz,36.515789,-6.279692,
"Brandt, Canon",6 March 1677,Rome,41.957961,12.453896,
Bridgeford,19 September 1679,Scottish Highlands,57.4735,-3.634527,
Brie,6 May 1689,Paris,48.871077,2.342285,
Brie,20 July 1689,Paris,48.871077,2.342285,
Briott,26 October 1691,Paris,48.871077,2.342285,
"Brown, Charles",21 October 1679,Rome,41.957961,12.453896,
"Brown, James",11 April 1687,Edinburgh,55.95,-3.2,
"Brown, James",18 May 1698,Ratisbon,49.0134,12.1016,
"Buchan, General Thomas",12 December 1689,Dublin,53.3330556,-6.2488889,
"Buchan, General Thomas",22 December 1689,Dublin,53.3330556,-6.2488889,
"Buchanan, George",15 June 1686,Leghorn,43.55,10.316667,
"Buchanan, Patrick",27 October 1681,London,51.514125,-0.093689,
"Buck, T",28 June 1665,Paris,48.871077,2.342285,
"Burnet, David",18 January 1676,Edinburgh,55.95,-3.2,
"Burnet, David",31 July 1676,Paris,48.871077,2.342285,
"Burnet, David",25 April 1677,Paris,48.871077,2.342285,
"Burnet, David",16 May 1677,Paris,48.871077,2.342285,
"Burnet, David",3 July 1677,Paris,48.871077,2.342285,
"Burnet, David",23 August 1677,Paris,48.871077,2.342285,
"Burnet, David",9 September 1677,Paris,48.871077,2.342285,
"Burnet, David",20 September 1677,Paris,48.871077,2.342285,
"Burnet, David",14 October 1677,Paris,48.871077,2.342285,
"Burnet, David",19 October 1677,Paris,48.871077,2.342285,
"Burnet, David",8 November 1677,Paris,48.871077,2.342285,
"Burnet, David",13 November 1677,Paris,48.871077,2.342285,
"Burnet, David",16 November 1677,Paris,48.871077,2.342285,
"Burnet, David",2 January 1678,Paris,48.871077,2.342285,
"Burnet, David",12 June 1678,Paris,48.871077,2.342285,
"Burnet, David",27 July 1678,Paris,48.871077,2.342285,
"Burnet, David",3 August 1678,Paris,48.871077,2.342285,
"Burnet, David",9 October 1678,Paris,48.871077,2.342285,
"Burnet, David",16 October 1678,Paris,48.871077,2.342285,
"Burnet, David",17 October 1678,Paris,48.871077,2.342285,
"Burnet, David",18 October 1678,Paris,48.871077,2.342285,
"Burnet, David",19 October 1678,Paris,48.871077,2.342285,
"Burnet, David",22 October 1678,Paris,48.871077,2.342285,
"Burnet, David",14 May 1679,Paris,48.871077,2.342285,
"Burnet, David",12 June 1679,Paris,48.871077,2.342285,
"Burnet, David",18 July 1679,Paris,48.871077,2.342285,
"Burnet, David",24 July 1679,Paris,48.871077,2.342285,
"Burnet, David",20 September 1679,Paris,48.871077,2.342285,
"Burnet, David",2 October 1679,Paris,48.871077,2.342285,
"Burnet, David",28 November 1679,Paris,48.871077,2.342285,
"Burnet, David",14 December 1679,Paris,48.871077,2.342285,
"Burnet, David",16 December 1679,Paris,48.871077,2.342285,
"Burnet, David",19 March 1680,Paris,48.871077,2.342285,
"Burnet, David",26 March 1680,Paris,48.871077,2.342285,
"Burnet, David",28 March 1680,Paris,48.871077,2.342285,
"Burnet, David",25 July 1680,Rouen,49.433333,1.083333,
"Burnet, David",26 July 1680,Rouen,49.433333,1.083333,
"Burnet, David",4 August 1680,Amsterdam,52.35,4.916667,
"Burnet, David",17 August 1680,Rotterdam,51.916667,4.5,
"Burnet, David",27 September 1680,"Gordon Castle, alias Bogue",57.62175,-3.08926,
"Burnet, David",26 December 1680,Elgin,57.65,-3.333333,arrived after 10 weeks traveling around Scotland
"Burnet, David",3 January 1681,Elgin,57.65,-3.333333,
"Burnet, David",3 March 1681,Speyside,57.269907,-3.257454,
"Burnet, David",20 April 1681,Scotland,57.6216,-3.0893,
"Burnet, David",22 April 1681,Elgin,57.65,-3.333333,
"Burnet, David",8 May 1681,Elgin,57.65,-3.333333,
"Burnet, David",6 June 1681,Speyside,57.269907,-3.257454,
"Burnet, David",22 June 1681,Edinburgh,55.95,-3.2,
"Burnet, David",15 August 1681,Aberdeen,57.133333,-2.1,
"Burnet, David",24 September 1681,Aberdeen,57.133333,-2.1,
"Burnet, David",16 October 1681,Aberdeen,57.133333,-2.1,
"Burnet, David",18 October 1681,Aberdeen,57.133333,-2.1,
"Burnet, David",9 December 1681,Edinburgh,55.95,-3.2,
"Burnet, David",2 March 1683,Edinburgh,55.95,-3.2,
"Burnet, David",11 May 1683,Edinburgh,55.95,-3.2,
"Burnet, David",24 May 1683,Edinburgh,55.95,-3.2,
"Burnet, David",25 May 1683,Edinburgh,55.95,-3.2,
"Burnet, David",29 June 1683,Edinburgh,55.95,-3.2,
"Burnet, David",3 July 1683,Edinburgh,55.95,-3.2,
"Burnet, David",26 July 1683,Edinburgh,55.95,-3.2,
"Burnet, David",7 August 1683,Edinburgh,55.95,-3.2,
"Burnet, David",10 August 1683,Edinburgh,55.95,-3.2,
"Burnet, David",22 September 1683,Edinburgh,55.95,-3.2,
"Burnet, David",24 October 1683,Edinburgh,55.95,-3.2,
"Burnet, David",8 January 1684,Scotland,57.6216,-3.0893,
"Burnet, David",18 March 1684,Edinburgh,55.95,-3.2,
"Burnet, David",3 October 1684,Edinburgh,55.95,-3.2,
"Burnet, David",18 April 1685,Edinburgh,55.95,-3.2,
"Burnet, David",2 May 1685,Edinburgh,55.95,-3.2,
"Burnet, David",3 August 1685,Edinburgh,55.95,-3.2,
"Burnet, David",27 December 1686,Edinburgh,55.95,-3.2,
"Burnet, David",8 January 1687,Edinburgh,55.95,-3.2,
"Burnet, David",14 January 1687,Edinburgh,55.95,-3.2,
"Burnet, David",20 January 1687,Edinburgh,55.95,-3.2,
"Burnet, David",27 January 1687,Edinburgh,55.95,-3.2,
"Burnet, David",10 February 1687,Edinburgh,55.95,-3.2,
"Burnet, David",22 February 1687,Edinburgh,55.95,-3.2,
"Burnet, David",24 February 1687,Edinburgh,55.95,-3.2,
"Burnet, David",3 March 1687,Edinburgh,55.95,-3.2,
"Burnet, David",11 March 1687,Edinburgh,55.95,-3.2,
"Burnet, David",20 March 1687,Edinburgh,55.95,-3.2,
"Burnet, David",22 March 1687,Edinburgh,55.95,-3.2,
"Burnet, David",31 March 1687,Edinburgh,55.95,-3.2,
"Burnet, David",11 April 1687,Edinburgh,55.95,-3.2,
"Burnet, David",14 April 1687,Edinburgh,55.95,-3.2,
"Burnet, David",15 April 1687,Inverness,57.466667,-4.233333,
"Burnet, David",1 June 1687,Edinburgh,55.95,-3.2,
"Burnet, David",28 June 1687,Edinburgh,55.95,-3.2,
"Burnet, David",14 July 1687,Edinburgh,55.95,-3.2,
"Burnet, David",26 July 1687,Edinburgh,55.95,-3.2,
"Burnet, David",14 August 1687,Edinburgh,55.95,-3.2,
"Burnet, David",23 August 1687,Edinburgh,55.95,-3.2,
"Burnet, David",29 August 1687,Edinburgh,55.95,-3.2,
"Burnet, David",1 September 1687,Edinburgh,55.95,-3.2,
"Burnet, David",19 September 1687,Edinburgh,55.95,-3.2,
"Burnet, David",4 October 1687,Edinburgh,55.95,-3.2,
"Burnet, David",8 November 1687,Edinburgh,55.95,-3.2,
"Burnet, David",22 November 1687,Edinburgh,55.95,-3.2,
"Burnet, David",10 December 1687,Edinburgh,55.95,-3.2,
"Burnet, David",11 January 1688,Edinburgh,55.95,-3.2,
"Burnet, David",26 January 1688,Edinburgh,55.95,-3.2,
"Burnet, David",8 February 1688,Edinburgh,55.95,-3.2,
"Burnet, David",24 February 1688,Edinburgh,55.95,-3.2,
"Burnet, David",27 February 1688,Scotland,57.6216,-3.0893,
"Burnet, David",8 March 1688,Edinburgh,55.95,-3.2,
"Burnet, David",16 March 1688,Edinburgh,55.95,-3.2,
"Burnet, David",19 March 1688,Edinburgh,55.95,-3.2,
"Burnet, David",22 March 1688,"Holyroodhouse, Edinburgh",55.952882,-3.172294,
"Burnet, David",24 March 1688,Edinburgh,55.95,-3.2,
"Burnet, David",28 March 1688,Edinburgh,55.95,-3.2,
"Burnet, David",29 March 1688,Edinburgh,55.95,-3.2,
"Burnet, David",1 April 1688,Edinburgh,55.95,-3.2,
"Burnet, David",20 April 1688,Edinburgh,55.95,-3.2,
"Burnet, David",26 April 1688,Edinburgh,55.95,-3.2,
"Burnet, David",27 April 1688,Edinburgh,55.95,-3.2,
"Burnet, David",4 May 1688,Edinburgh,55.95,-3.2,
"Burnet, David",6 May 1688,Edinburgh,55.95,-3.2,
"Burnet, David",11 May 1688,Edinburgh,55.95,-3.2,
"Burnet, David",19 May 1688,Edinburgh Castle,55.948751,-3.199956,
"Burnet, David",31 May 1688,Edinburgh,55.95,-3.2,
"Burnet, David",3 June 1688,Edinburgh,55.95,-3.2,
"Burnet, David",7 June 1688,Edinburgh,55.95,-3.2,
"Burnet, David",13 June 1688,Edinburgh,55.95,-3.2,
"Burnet, David",16 July 1688,Edinburgh,55.95,-3.2,
"Burnet, David",22 July 1688,Edinburgh,55.95,-3.2,
"Burnet, David",30 July 1688,Edinburgh,55.95,-3.2,
"Burnet, David",16 August 1688,Edinburgh,55.95,-3.2,
"Burnet, David",19 August 1688,Edinburgh,55.95,-3.2,
"Burnet, David",26 August 1688,Edinburgh,55.95,-3.2,
"Burnet, David",2 September 1688,Edinburgh,55.95,-3.2,
"Burnet, David",4 September 1688,Edinburgh,55.95,-3.2,
"Burnet, David",12 September 1688,Edinburgh,55.95,-3.2,
"Burnet, David",5 October 1688,Edinburgh,55.95,-3.2,
"Burnet, David",15 October 1688,Edinburgh,55.95,-3.2,
"Burnet, David",11 November 1688,Edinburgh,55.95,-3.2,
"Burnet, David",7 December 1688,Edinburgh,55.95,-3.2,
"Burnet, David",10 December 1688,Edinburgh,55.95,-3.2,
"Burnet, David",27 May 1690,Dublin,53.3330556,-6.2488889,
"Burnet, David",20 June 1690,Dublin,53.3330556,-6.2488889,
"Burnet, David",14 August 1690,Paris,48.871077,2.342285,
"Burnet, David",2 September 1690,Paris,48.871077,2.342285,
"Burnet, David",12 September 1690,Paris,48.871077,2.342285,
"Burnet, David",16 September 1690,Dunkirk,51.05,2.366667,
"Burnet, David",29 November 1690,Dunkirk,51.05,2.366667,
"Burnet, David",21 January 1692,Scotland,57.6216,-3.0893,
"Burnet, David",26 February 1692,Scotland,57.6216,-3.0893,
"Burnet, David",31 October 1695,Enzie,57.652591,-3.009878,stays in and around the Enzie with young Glastirim
"Burnet, David | ""JST""",18 May 1688,Scotland,57.6216,-3.0893,
"Burnet, David | Dunbar, Alexander",27 January 1687,Edinburgh,55.95,-3.2,
"Burnet, David | Gordon, George",2 March 1683,Scotland,57.6216,-3.0893,
"Burnet, David | Gordon, George",11 May 1683,Scotland,57.6216,-3.0893,
"Burnet, David | Gordon, George | Strachan, Robert Francis",11 April 1687,Edinburgh,55.95,-3.2,
"Burnet, David | Innes, Lewis",19 March 1688,Scotland,57.6216,-3.0893,
"Burnet, David | Irvine, John | Christie, Patrick | Nicol, James | Jameson, John Paul | Leslie, Alexander | Avener, John",26 April 1688,Edinburgh,55.95,-3.2,
"Burnet, David | Whyteford, Charles",3 March 1681,Speyside,57.269907,-3.257454,
"Burnet, David | Whyteford, Charles",22 June 1681,Edinburgh,55.95,-3.2,
"Burnet, David | Whyteford, Charles | Dunbar, Alexander",9 December 1681,Edinburgh,55.95,-3.2,
"Burnet, John",21 August 1690,London,51.514125,-0.093689,
"Burnett, Alexander",6 April 1668,Rome,41.957961,12.453896,
Cadendo,6 December 1675,Padua,45.414972,11.889351,
"Cahassy, John",22 November 1687,Moidart,56.782206,-5.80966,
"Cahassy, John",22 March 1688,Inverness,57.466667,-4.233333,
"Cahassy, John",19 July 1688,Inverness,57.466667,-4.233333,
"Campbell, Alexander",7 November 1674,Capranica,42.25,12.183333,
"Campbell, Alexander",19 October 1680,Paris,48.871077,2.342285,
"Campbell, Robert",9 June 1688,Rome,41.957961,12.453896,
"Canary, James",18 December 1679,Rome,41.957961,12.453896,
"Canary, James",26 March 1680,Rome,41.957961,12.453896,
"Canary, James",3 April 1680,Douai,50.367853,3.078642,
"Canary, James",27 December 1680,Cambrai,50.1735,3.2366,
"Canary, James",5 March 1681,Douai,50.367853,3.078642,
"Canary, James",6 March 1681,Douai,50.367853,3.078642,
"Cararies, James",5 March 1681,Douai,50.367853,3.078642,
Carnegy,24 December 1666,Paris,48.871077,2.342285,
Carnegy,31 January 1699,Edinburgh,55.95,-3.2,
Carnegy,4 February 1699,Edinburgh,55.95,-3.2,
"Carolan, Patrick",20 November 1687,Havre de Grace,49.495111,0.10715,
"Carolan, Patrick",5 January 1688,Edinburgh,55.95,-3.2,
"Carolan, Patrick",2 September 1690,Scotland,57.6216,-3.0893,
"Carolan, Patrick | Trener, John",5 January 1688,Edinburgh,55.95,-3.2,
"Carolo de Marinis, Father Hector",20 May 1671,Rome,41.957961,12.453896,
"Carolo de Marinis, Father Hector",1 September 1671,Rome,41.957961,12.453896,
"Carolo de Marinis, Father Hector",8 July 1672,Rome,41.957961,12.453896,
"Carolo de Marinis, Father Hector",22 August 1672,Rome,41.957961,12.453896,
"Carolo de Marinis, Hector",20 May 1671,Rome,41.957961,12.453896,
"Carolo de Marinis, Hector",1 September 1671,Rome,41.957961,12.453896,
"Carolo de Marinis, Hector",8 July 1672,Rome,41.957961,12.453896,
Caussy,2 September 1690,Scotland,57.6216,-3.0893,
"Chalmers, Athanasius",27 December 1673,Rome,41.957961,12.453896,
"Chalmers, Athanasius",18 April 1675,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",3 September 1676,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",9 September 1676,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",30 July 1680,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",20 September 1680,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",7 May 1681,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",12 August 1682,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",16 January 1683,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",24 March 1683,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",4 August 1683,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",11 August 1683,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",8 September 1683,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",15 September 1683,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",6 October 1683,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",15 January 1687,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",16 April 1687,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",22 April 1687,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",23 April 1687,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",20 June 1687,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",30 July 1687,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",24 September 1687,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",1 October 1687,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",27 January 1688,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",21 May 1689,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",27 December 1673,Rome,41.957961,12.453896,
"Chalmers, Athanasius",18 April 1675,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",3 September 1676,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",9 September 1676,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",30 July 1680,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",20 September 1680,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",7 May 1681,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",17 January 1682,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",12 August 1682,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",24 March 1683,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",4 August 1683,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",11 August 1683,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",8 September 1683,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",15 September 1683,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",6 October 1683,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",16 April 1687,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",22 April 1687,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",23 April 1687,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",13 June 1687,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",20 June 1687,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",30 July 1687,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",24 September 1687,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",1 October 1687,Subiaco,41.924749,13.094412,
"Chalmers, Athanasius",27 January 1688,Subiaco,41.924749,13.094412,
"Chalmers, Father Athansius",16 January 1683,Subiaco,41.924749,13.094412,
"Chalmers, Father Athansius",30 June 1685,Subiaco,41.924749,13.094412,
"Chalmers, Father Athansius",15 January 1687,Subiaco,41.924749,13.094412,
"Chalmers, Father Athansius",21 May 1689,Subiaco,41.924749,13.094412,
"Chanelliere, Gilbert",26 February 1678,Rome,41.957961,12.453896,
"Cheyne, John",14 November 1687,London,51.514125,-0.093689,
"Christie, William",2 January 1660,Douai,50.367853,3.078642,
"Christie, William",26 January 1660,Douai,50.367853,3.078642,
"Christie, William",5 April 1660,Douai,50.367853,3.078642,
"Christie, William",26 July 1660,Douai,50.367853,3.078642,
"Christie, William",26 December 1660,Douai,50.367853,3.078642,
"Christie, William",30 June 1661,Douai,50.367853,3.078642,
"Christie, William",27 August 1661,Douai,50.367853,3.078642,
"Christie, William",6 January 1663,Douai,50.367853,3.078642,
"Christie, William",8 June 1665,Douai,50.367853,3.078642,
"Christie, Patrick",26 April 1688,Edinburgh,55.95,-3.2,
"Christie, William",2 January 1660,Douai,50.367853,3.078642,
"Christie, William",26 January 1660,Douai,50.367853,3.078642,
"Christie, William",5 April 1660,Douai,50.367853,3.078642,
"Christie, William",26 July 1660,Douai,50.367853,3.078642,
"Christie, William",26 December 1660,Douai,50.367853,3.078642,
"Christie, William",30 June 1661,Douai,50.367853,3.078642,
"Christie, William",27 August 1661,Douai,50.367853,3.078642,
"Christie, William",6 January 1663,Douai,50.367853,3.078642,
"Christie, William",8 June 1665,Douai,50.367853,3.078642,
Clair,22 March 1685,Dunkirk,51.05,2.366667,
Clair,22 March 1685,Dunkirk,51.05,2.366667,
"Clerk, James",8 November 1695,St Germain,46.912384,2.445217,
"Clerk, Robert",1 December 1691,London,51.514125,-0.093689,
"Clerk, Robert",9 August 1689,Calais,50.9513,1.8587,
"Clerk, Robert",15 December 1691,London,51.514125,-0.093689,
