Date,Start Date,End Date,Origin City,Origin Latitude,Origin Longitude,Destination City,Destination Latitude,Destination Longitude,Sender,Recipient,Notes
3 October 1679,1679-10-03,1679-10-03,Edinburgh,55.95,-3.2,Paris,48.871077,2.342285,"Whyteford, Charles","Innes, Lewis",-
3 October 1684,1684-10-03,1684-10-03,Scotland,57.6216,-3.0893,Paris,48.871077,2.342285,"Burnet, David","Whyteford, Charles",Burnet alias David Lawrence
3 September 1676,1676-09-03,1676-09-03,Subiaco,41.924749,13.094412,-,-,-,"Chalmers, Athanasius",-,-
4 August 1680,1680-08-04,1680-08-04,Amsterdam,52.35,4.916667,Paris,48.871077,2.342285,"Burnet, David","Innes, Lewis | Barclay, Robert",Burnet alias David Lawrence
4 August 1683,1683-08-04,1683-08-04,Subiaco,41.924749,13.094412,Rome,41.957961,12.453896,"Chalmers, Athanasius","Leslie, William",-
4 August 1694,1694-08-04,1694-08-04,Rome,41.957961,12.453896,Paris,48.871077,2.342285,"Leslie, William","Whyteford, Charles",-
4 February 1681,1681-02-04,1681-02-04,Rome,41.957961,12.453896,Paris,48.871077,2.342285,"Jameson, John Paul","Innes, Lewis",-
4 February 1683,1683-02-04,1683-02-04,Rome,41.957961,12.453896,Paris,48.871077,2.342285,"Innes, Walter","Innes, Lewis",-
4 January 1687,1687-01-04,1687-01-04,Paris,48.871077,2.342285,-,-,-,"Innes, Lewis","Perth, Lady",-
4 July 1688,1688-07-04,1688-07-04,"Gordon Castle, alias Bogue",57.62175,-3.08926,Paris,48.871077,2.342285,"Coan, Cornelius",Jean Talon,-
4 July 1689,1689-07-04,1689-07-04,Cadiz,36.515789,-6.279692,-,-,-,"Blackadder, John",-,-
4 July 1693,1693-07-04,1693-07-04,Lyon,45.748457,4.846711,Rome,41.957961,12.453896,"Sleyne, John Baptist, Bishop of Cork","Leslie, Walter Lorenzo",-
4 July 1693,1693-07-04,1693-07-04,-,-,-,St Germain,46.912384,2.445217,"Gordon, Charles Earl of Aboyne","Innes, Lewis",-
4 June 1678,1678-06-04,1678-06-04,Rome,41.957961,12.453896,Pesaro,43.9,12.916667,"Mouat, James","Leslie, William",-
4 June 1688,1688-06-04,1688-06-04,Glastirim,57.525167,-2.777756,Paris,48.871077,2.342285,"Gordon, Patrick","Whyteford, Charles",-
4 June 1691,1691-06-04,1691-06-04,Rome,41.957961,12.453896,Paris,48.871077,2.342285,"Leslie, Walter Lorenzo","Whyteford, Charles",-
4 March 1675,1675-03-04,1675-03-04,-,-,-,Rome,41.957961,12.453896,"Dunbar, Alexander","Leslie, William",Dunbar alias A. Winster
4 March 1688,1688-03-04,1688-03-04,Rome,41.957961,12.453896,-,-,-,"Leslie, William","Drummond, John, Lord Melfort, Lord",-
4 March 1692,1692-03-04,1692-03-04,Rome,41.957961,12.453896,Paris,48.871077,2.342285,"Leslie, Walter Lorenzo","Whyteford, Charles",-
4 March 1695,1695-03-04,1695-03-04,Edinburgh,55.95,-3.2,-,-,-,"Irvine, John",-,-
4 May 1678,1678-05-04,1678-05-04,Rome,41.957961,12.453896,Paris,48.871077,2.342285,"Irvine, John","Barclay, Robert",-
4 May 1684,1684-05-04,1684-05-04,Calais,50.9513,1.8587,Paris,48.871077,2.342285,"Innes, Lewis","Whyteford, Charles",-
4 May 1688,1688-05-04,1688-05-04,Scotland,57.6216,-3.0893,Paris,48.871077,2.342285,"Burnet, David","Whyteford, Charles",-
4 May 1693,1693-05-04,1693-05-04,Rome,41.957961,12.453896,St Germain,46.912384,2.445217,"Leslie, William","Innes, Lewis",-
4 October 1666,1666-10-04,1666-10-04,Turin,45.05,7.666667,Rome,41.957961,12.453896,"Howard, Cardinal Philip","Leslie, William Lewis",-
4 October 1684,1684-10-04,1684-10-04,"Gordon Castle, alias Bogue",57.62175,-3.08926,London,51.514125,-0.093689,"Irvine, John","Innes, Lewis","Irvine alias, Cabrach"
4 October 1687,1687-10-04,1687-10-04,Edinburgh,55.95,-3.2,Paris,48.871077,2.342285,"Burnet, David","Whyteford, Charles",-
4 October 1687,1687-10-04,1687-10-04,St Fiacre,48.460661,-3.059255,Rome,41.957961,12.453896,"Innes, Walter","Leslie, Walter Lorenzo",-
4 October 1693,1693-10-04,1693-10-04,Rome,41.957961,12.453896,Paris,48.871077,2.342285,"Leslie, Walter Lorenzo","Whyteford, Charles",-
4 September 1683,1683-09-04,1683-09-04,Paris,48.871077,2.342285,Meldrum,57.336158,-2.321876,"Innes, Lewis","Meldrum, Lady Mary Urquhart",-
4 September 1688,1688-09-04,1688-09-04,Scotland,57.6216,-3.0893,Paris,48.871077,2.342285,"Burnet, David","Whyteford, Charles",Burnet alias David Lawrence
5 April 1660,1660-04-05,1660-04-05,Douai,50.367853,3.078642,Rome,41.957961,12.453896,"Christie, William","Dempster, Francis",-
5 April 1679,1679-04-05,1679-04-05,Edinburgh,55.95,-3.2,Paris,48.871077,2.342285,"Whyteford, Charles","Innes, Lewis",-
5 April 1680,1680-04-05,1680-04-05,Scotland,57.6216,-3.0893,Paris,48.871077,2.342285,"Dunbar, Alexander","Barclay, Robert",-
5 April 1692,1692-04-05,1692-04-05,Paris,48.871077,2.342285,Rome,41.957961,12.453896,"Gordon, Alexander","Leslie, Walter Lorenzo",-
5 April 1694,1694-04-05,1694-04-05,Paris,48.871077,2.342285,Rome,41.957961,12.453896,"Crichton, Alexander","Leslie, William",-
5 August 1664,1664-08-05,1664-08-05,-,-,-,Rome,41.957961,12.453896,"McGhie, Andrew","Talbot, Gilbert",-
5 August 1681,1681-08-05,1681-08-05,Edinburgh,55.95,-3.2,Paris,48.871077,2.342285,"Dunbar, Alexander","Innes, Lewis",-
5 August 1685,1685-08-05,1685-08-05,Paris,48.871077,2.342285,Dieppe,49.920403,1.086542,"Innes, Lewis",Meldrum,-
5 August 1690,1690-08-05,1690-08-05,Venice,45.438611,12.326667,Rome,41.957961,12.453896,"Leslie, Abbot William","Leslie, William",-
5 December 1684,1684-12-05,1684-12-05,Paris,48.871077,2.342285,Rome,41.957961,12.453896,"Innes, Lewis","Howard, Cardinal Philip",-
5 December 1684,1684-12-05,1684-12-05,Paris,48.871077,2.342285,Rome,41.957961,12.453896,"Innes, Lewis","Leslie, William",-
5 December 1685,1685-12-05,1685-12-05,Paris,48.871077,2.342285,-,-,-,"Innes, Lewis","Dunbar, Alexander",-
5 February 1681,1681-02-05,1681-02-05,Rome,41.957961,12.453896,Paris,48.871077,2.342285,"Irvine, John","Barclay, Robert",-
5 February 1681,1681-02-05,1681-02-05,Rome,41.957961,12.453896,Paris,48.871077,2.342285,"Leslie, Alexander | Innes, Walter","Innes, Lewis",Leslie alias Hardboots
5 February 1683,1683-02-05,1683-02-05,Rome,41.957961,12.453896,Paris,48.871077,2.342285,"Leslie, William","Innes, Lewis",-
5 February 1688,1688-02-05,1688-02-05,Edinburgh,55.95,-3.2,Paris,48.871077,2.342285,"Perth, Lord","Whyteford, Charles",-
5 February 1688,1688-02-05,1688-02-05,Rome,41.957961,12.453896,Paris,48.871077,2.342285,"Leslie, Walter Lorenzo","Whyteford, Charles",-
